,value_eur,overall,potential,age,shooting,passing,dribbling,defending,physic,num_pos,international_reputation,best_pos
7856,675000,67,67,31,63,56,68,28,72,3,1,LW
7857,725000,67,67,30,65,60,68,28,66,2,1,RW
7858,625000,67,67,30,31,41,49,64,74,1,1,CB
7859,800000,67,67,27,59,62,67,56,70,1,1,LM
7860,625000,67,67,29,30,58,64,63,72,1,1,LB
7861,800000,67,67,27,60,64,69,60,53,3,1,LM
7862,725000,67,67,30,64,56,66,30,67,3,1,ST
7863,700000,67,67,30,61,60,67,62,71,2,1,CM
7864,775000,67,67,28,61,63,68,38,61,2,1,LM
7865,625000,67,67,29,48,61,61,61,65,1,1,LB
7866,800000,67,67,28,61,47,62,30,71,2,1,ST
7867,650000,67,67,29,35,43,43,64,77,1,1,CB
7868,625000,67,67,30,23,39,43,66,64,1,1,CB
7869,550000,67,67,31,50,57,65,64,78,3,1,RB
7870,625000,67,67,30,33,43,51,68,70,3,1,CB
7871,625000,67,67,29,49,57,60,64,64,1,1,RB
7872,675000,67,67,27,49,61,66,66,73,2,1,LB
7873,675000,67,67,31,66,63,70,44,57,3,1,LW
7874,775000,67,67,28,70,67,65,54,62,2,1,CAM
7875,375000,67,67,34,65,67,66,59,71,2,1,CM
7876,750000,67,67,29,63,61,70,26,56,3,1,LW
7877,0,67,67,29,27,54,66,66,66,2,1,RB
7878,750000,67,67,29,62,61,68,59,66,3,1,LM
7879,220000,67,67,35,52,62,55,71,66,1,1,RB
7880,230000,67,67,35,51,61,52,66,68,2,1,CB
7881,240000,67,67,35,39,63,46,67,69,3,1,CDM
7882,240000,67,67,35,61,56,72,66,76,3,1,CDM
7883,800000,67,67,27,56,69,72,29,63,2,1,CAM
7884,800000,67,67,27,57,73,64,27,51,1,1,CAM
7885,825000,67,67,27,69,54,73,33,58,2,1,ST
7886,625000,67,67,30,38,47,46,66,69,1,1,CB
7887,675000,67,67,27,56,62,66,63,61,2,1,RB
7888,675000,67,67,31,56,67,66,41,52,2,1,CAM
7889,800000,67,67,27,60,63,67,30,62,3,1,CAM
7890,325000,67,67,35,56,68,72,31,58,2,1,CAM
7891,750000,67,67,29,67,50,68,22,59,1,1,ST
7892,800000,67,67,27,62,66,68,33,60,3,1,LM
7893,675000,67,67,28,32,39,45,65,73,1,1,CB
7894,675000,67,67,31,61,65,67,55,68,3,1,LM
7895,725000,67,67,29,57,64,63,65,76,2,1,CM
7896,775000,67,67,28,66,64,65,33,62,3,1,LM
7897,750000,67,67,28,63,66,64,58,67,2,1,CM
7898,750000,67,67,29,65,61,68,34,69,2,1,ST
7899,600000,67,67,30,35,51,59,66,59,3,1,LB
7900,800000,67,67,27,61,65,69,39,66,3,1,LM
7901,725000,67,67,30,69,48,61,29,66,1,1,ST
7902,625000,67,67,29,32,61,67,64,67,3,1,LB
7903,625000,67,67,30,35,56,55,67,72,1,1,CB
7904,550000,67,67,31,52,67,66,64,77,3,1,RB
7905,775000,67,67,28,57,65,71,36,49,2,1,RM
7906,575000,67,67,32,59,67,65,60,69,3,1,CM
7907,800000,67,67,28,67,64,69,40,68,3,1,CF
7908,475000,67,67,32,43,59,65,66,61,3,1,RB
7909,0,67,67,29,46,64,62,68,56,2,1,CM
7910,675000,67,67,28,40,49,52,65,71,1,1,CB
7911,240000,67,67,35,49,59,60,65,76,1,1,CDM
7912,675000,67,67,31,63,61,71,30,55,1,1,CAM
7913,650000,67,67,31,58,62,65,60,77,2,1,CM
7914,800000,67,67,27,64,64,67,29,53,2,1,CAM
7915,220000,67,67,35,53,54,56,69,71,2,1,LB
7916,675000,67,67,31,65,62,66,36,69,1,1,CAM
7917,675000,67,67,31,71,58,68,28,57,2,1,CAM
7918,350000,67,67,35,68,49,66,36,64,1,1,ST
7919,675000,67,67,31,68,67,65,35,54,2,1,ST
7920,0,67,67,29,32,33,44,67,71,1,1,CB
7921,750000,67,67,29,67,65,70,42,66,3,1,RW
7922,475000,67,67,33,65,61,64,49,81,3,1,ST
7923,550000,67,67,31,23,51,55,66,72,1,1,RB
7924,750000,67,67,29,65,58,67,28,64,3,1,ST
7925,625000,67,67,30,27,41,38,68,76,1,1,CB
7926,800000,67,67,27,63,60,70,49,53,2,1,LW
7927,675000,67,67,28,46,59,61,64,76,3,1,CDM
7928,475000,67,67,32,52,56,63,67,73,1,1,RB
7929,800000,67,67,27,60,64,67,33,55,3,1,RM
7930,750000,67,67,29,62,68,68,34,51,1,1,CAM
7931,750000,67,67,28,50,69,69,54,55,2,1,CM
7932,625000,67,67,30,23,33,37,69,75,1,1,CB
7933,800000,67,67,28,66,43,66,26,68,1,1,ST
7934,800000,67,67,28,66,47,62,28,75,2,1,ST
7935,550000,67,67,31,37,53,67,70,45,1,1,RB
7936,625000,67,67,30,61,59,61,64,71,2,1,CDM
7937,725000,67,67,30,55,66,72,51,58,2,1,CAM
7938,625000,67,67,30,26,40,42,65,75,1,1,CB
7939,750000,67,67,29,61,65,69,22,58,2,1,RW
7940,0,67,67,31,46,62,69,61,69,2,1,CM
7941,575000,67,67,31,23,35,38,66,74,1,1,CB
7942,500000,67,67,32,26,45,41,65,75,1,1,CB
7943,575000,67,67,32,58,62,67,45,67,2,1,CM
7944,700000,67,67,30,56,59,66,55,64,2,1,CM
7945,575000,67,67,31,49,44,49,66,72,1,1,CB
7946,500000,67,67,32,29,38,38,66,74,1,1,CB
7947,600000,67,67,32,68,49,58,28,67,1,1,ST
7948,0,67,67,31,43,67,68,47,65,2,1,RM
7949,0,67,67,33,34,54,63,69,77,1,1,LB
7950,650000,67,67,29,42,57,65,67,65,3,1,CDM
7951,750000,67,67,29,68,53,64,23,61,1,1,ST
7952,1200000,66,86,18,49,58,64,64,63,2,1,CDM
7953,1300000,66,86,17,51,56,74,26,44,1,1,RW
7954,1300000,66,85,18,56,61,68,31,49,2,1,RM
7955,1300000,66,85,18,53,65,71,57,60,2,1,CM
7956,1300000,66,85,18,58,61,72,32,55,3,1,LW
7957,1300000,66,84,19,35,53,60,62,71,1,1,CB
7958,1200000,66,84,17,30,55,63,65,66,1,1,CB
7959,1400000,66,84,19,61,60,69,35,58,2,1,LM
7960,1300000,66,84,18,55,59,74,33,39,2,1,RM
7961,1200000,66,84,18,38,49,53,67,63,1,1,CB
7962,1300000,66,84,19,40,56,60,65,70,1,1,CB
7963,1400000,66,83,20,54,62,72,30,45,1,1,CAM
7964,1400000,66,83,19,62,53,72,22,41,3,1,CF
7965,1300000,66,83,18,64,44,62,24,61,2,1,ST
7966,1200000,66,83,18,34,53,59,65,64,1,1,CB
7967,1300000,66,83,19,34,47,42,67,68,1,1,CB
7968,1300000,66,83,18,64,50,69,28,67,1,1,ST
7969,1400000,66,82,20,62,46,63,25,68,1,1,ST
7970,1300000,66,82,20,33,52,63,64,67,2,1,LB
7971,1400000,66,82,19,64,53,68,22,53,1,1,ST
7972,1400000,66,82,19,64,48,65,30,66,1,1,ST
7973,1300000,66,82,20,55,62,67,62,58,1,1,RB
7974,1400000,66,82,20,65,50,60,22,67,1,1,ST
7975,1400000,66,81,20,62,42,65,26,59,1,1,ST
7976,1400000,66,81,21,58,58,70,38,63,2,1,LW
7977,1400000,66,81,20,57,64,65,63,71,1,1,CM
7978,1400000,66,81,19,54,59,70,35,54,2,1,RM
7979,1400000,66,81,20,59,60,73,20,50,1,1,LW
7980,1200000,66,81,18,56,61,63,65,62,2,1,CDM
7981,1300000,66,81,18,59,67,69,26,40,3,1,RW
7982,1400000,66,81,20,47,64,66,63,64,2,1,CM
7983,1400000,66,80,21,57,58,76,27,60,2,1,CAM
7984,1400000,66,80,20,58,69,66,53,57,2,1,CM
7985,1400000,66,80,21,57,61,69,27,66,3,1,LW
7986,1400000,66,80,20,67,52,62,28,56,1,1,ST
7987,1400000,66,80,20,62,57,68,31,55,2,1,RW
7988,1400000,66,80,21,63,62,63,61,68,2,1,CM
7989,1200000,66,80,18,42,53,64,63,69,3,1,CB
7990,1400000,66,80,19,66,52,65,23,64,1,1,ST
7991,1300000,66,80,21,35,45,45,65,72,1,1,CB
7992,1300000,66,80,21,41,58,58,67,65,1,1,LB
7993,1100000,66,79,21,49,62,64,64,70,3,1,LB
7994,1200000,66,79,22,38,55,58,64,74,2,1,CDM
7995,1200000,66,79,19,60,66,71,44,40,2,1,CAM
7996,1200000,66,79,21,31,51,59,66,64,2,1,CB
7997,1200000,66,79,20,61,59,70,37,55,3,1,LW
7998,1200000,66,79,20,59,66,65,56,63,3,1,CAM
7999,1100000,66,79,19,26,36,42,63,78,1,1,CB
8000,1200000,66,79,21,60,63,68,44,42,2,1,CAM
8001,1200000,66,79,21,46,62,63,63,61,2,1,CDM
8002,1200000,66,79,19,61,61,66,58,63,2,1,CM
8003,1100000,66,79,18,55,61,66,59,70,1,1,CM
8004,1200000,66,79,21,36,46,47,66,68,1,1,CB
8005,1200000,66,78,21,66,61,68,39,54,3,1,ST
8006,1100000,66,78,20,56,64,69,59,71,2,1,CM
8007,1100000,66,78,22,61,59,66,25,62,2,1,LW
8008,1100000,66,78,22,53,62,64,61,73,2,1,CDM
8009,1100000,66,78,20,45,54,65,62,60,1,1,LB
8010,1200000,66,78,20,67,46,59,22,55,1,1,ST
8011,1200000,66,78,20,63,53,70,22,61,1,1,ST
8012,1100000,66,78,20,34,52,58,65,67,1,1,CB
8013,1100000,66,78,20,48,58,65,59,68,1,1,LB
8014,1100000,66,78,20,57,58,69,58,68,1,1,CM
8015,1100000,66,78,22,64,61,66,50,60,2,1,RM
8016,1100000,66,78,21,35,56,61,65,70,2,1,RB
8017,1100000,66,78,19,66,62,71,46,51,1,1,ST
8018,1200000,66,78,21,68,60,67,26,57,3,1,LW
8019,1000000,66,77,21,55,63,64,60,71,2,1,CDM
8020,1100000,66,77,21,62,66,71,27,37,3,1,CAM
8021,1000000,66,77,22,40,53,60,63,75,3,1,RWB
8022,1000000,66,77,22,47,60,68,64,59,1,1,LB
8023,1100000,66,77,22,63,53,67,22,66,1,1,ST
8024,1100000,66,77,22,63,57,62,35,63,1,1,ST
8025,1100000,66,77,21,58,51,69,27,64,2,1,RM
8026,1000000,66,77,20,26,44,49,64,68,1,1,CB
8027,1100000,66,77,22,67,56,68,25,46,1,1,ST
8028,1000000,66,77,21,41,58,65,62,66,3,1,CDM
8029,1100000,66,77,21,58,57,67,44,50,1,1,RM
8030,1100000,66,77,21,56,64,70,32,57,2,1,CAM
8031,1000000,66,77,22,61,66,69,59,60,1,1,LB
8032,975000,66,77,19,39,58,65,64,65,1,1,LB
8033,1100000,66,77,22,62,50,62,30,69,1,1,ST
8034,1100000,66,77,20,56,54,72,32,56,1,1,LW
8035,1000000,66,77,21,47,59,65,62,76,2,1,CDM
8036,1100000,66,77,20,58,61,70,48,58,3,1,CAM
8037,1100000,66,77,20,64,56,65,29,67,2,1,RW
8038,1100000,66,77,19,60,66,68,51,62,2,1,CM
8039,1000000,66,77,20,33,38,40,66,71,2,1,CB
8040,1100000,66,77,21,64,49,60,34,73,1,1,ST
8041,1100000,66,77,20,60,62,69,29,54,2,1,RM
8042,1100000,66,77,20,60,58,70,28,59,2,1,LW
8043,1000000,66,77,20,44,60,57,64,62,2,1,CDM
8044,1000000,66,76,22,61,60,71,24,63,2,1,RW
8045,950000,66,76,22,53,61,63,66,67,2,1,CB
8046,1000000,66,76,22,58,63,73,24,48,3,1,CAM
8047,1000000,66,76,22,65,56,68,33,60,1,1,ST
8048,975000,66,76,21,47,58,65,61,75,2,1,CDM
8049,950000,66,76,23,45,52,63,64,74,2,1,CDM
8050,1000000,66,76,22,59,62,65,63,69,2,1,CM
8051,1000000,66,76,21,54,56,70,35,59,2,1,LM
8052,950000,66,76,22,25,44,40,66,69,1,1,CB
8053,1000000,66,76,22,64,58,65,40,55,2,1,ST
8054,950000,66,76,22,43,50,59,65,70,2,1,CB
8055,1000000,66,76,22,66,57,67,38,59,2,1,LW
8056,1000000,66,76,22,52,60,68,63,56,2,1,RM
8057,950000,66,76,21,52,51,65,64,70,2,1,LB
8058,925000,66,76,22,45,61,60,62,69,1,1,RB
8059,950000,66,76,21,35,58,63,62,68,2,1,RB
8060,950000,66,76,20,31,55,64,64,62,1,1,RB
8061,1000000,66,76,20,52,61,68,42,52,1,1,RM
8062,1000000,66,76,22,60,55,68,22,61,2,1,LM
8063,950000,66,76,21,38,47,57,66,72,2,1,RB
8064,950000,66,76,21,42,60,62,64,66,1,1,RB
8065,975000,66,76,21,50,62,66,62,66,2,1,CDM
8066,1000000,66,76,21,61,60,67,38,63,1,1,RM
8067,950000,66,76,20,46,55,56,67,66,2,1,LB
8068,1000000,66,76,22,63,63,68,36,65,3,1,RM
8069,1000000,66,76,20,62,60,67,54,75,2,1,CAM
8070,950000,66,76,23,29,36,38,68,71,2,1,CB
8071,975000,66,76,21,43,59,62,62,73,2,1,CDM
8072,950000,66,76,20,43,50,64,65,74,2,1,LB
8073,1000000,66,76,21,55,60,68,60,74,2,1,RW
8074,1000000,66,76,22,52,62,67,29,44,1,1,RM
8075,1000000,66,76,20,65,61,67,31,57,3,1,LW
8076,950000,66,76,23,39,60,59,64,70,2,1,CDM
8077,1000000,66,76,20,60,61,68,42,48,1,1,LM
8078,950000,66,76,21,31,54,64,66,63,1,1,RB
8079,1000000,66,76,21,52,65,67,61,68,2,1,CM
8080,1000000,66,76,22,65,69,63,34,48,2,1,RW
8081,950000,66,76,23,39,44,46,64,67,2,1,CB
8082,1000000,66,76,21,64,58,69,27,55,3,1,RW
8083,1000000,66,76,20,55,58,62,39,56,3,1,CAM
8084,925000,66,76,22,30,52,59,67,63,1,1,RB
8085,1000000,66,76,21,53,56,65,52,71,3,1,RM
8086,1000000,66,76,22,50,66,69,49,55,3,1,CAM
8087,950000,66,76,20,47,57,70,61,66,1,1,RB
8088,950000,66,76,20,43,56,64,62,64,1,1,RB
8089,950000,66,76,20,29,39,39,65,74,1,1,CB
8090,1000000,66,76,19,59,59,68,24,50,2,1,LW
8091,1000000,66,76,21,51,63,59,59,67,1,1,CM
8092,925000,66,76,19,37,54,49,64,71,1,1,CB
8093,1000000,66,75,22,61,60,68,39,72,3,1,RM
8094,1000000,66,75,22,60,59,70,31,65,1,1,CAM
8095,975000,66,75,23,48,65,63,59,67,1,1,CM
8096,900000,66,75,24,35,48,53,64,70,1,1,CB
8097,1000000,66,75,23,61,64,74,40,52,3,1,ST
8098,1000000,66,75,23,64,53,67,32,65,1,1,ST
8099,1000000,66,75,23,65,45,66,25,58,1,1,ST
8100,1000000,66,75,23,64,47,61,32,63,2,1,ST
8101,925000,66,75,24,45,57,63,65,68,1,1,CDM
8102,900000,66,75,22,27,39,42,64,74,1,1,CB
8103,900000,66,75,23,54,55,66,62,73,3,1,LB
8104,975000,66,75,21,54,64,64,63,77,2,1,CM
8105,975000,66,75,22,56,53,68,64,73,1,1,CM
8106,900000,66,75,21,33,66,61,65,59,2,1,LB
8107,900000,66,75,22,29,38,36,67,72,1,1,CB
8108,975000,66,75,23,62,63,67,61,77,1,1,CM
8109,1000000,66,75,22,61,63,68,49,60,3,1,LM
8110,925000,66,75,22,49,61,57,63,70,3,1,CDM
8111,925000,66,75,22,57,61,65,63,73,2,1,CDM
8112,1000000,66,75,23,63,62,68,43,49,2,1,LM
8113,1000000,66,75,23,53,63,68,37,66,2,1,LM
8114,1000000,66,75,20,61,52,70,24,58,3,1,RM
8115,1000000,66,75,21,58,64,66,57,59,3,1,CAM
8116,1000000,66,75,23,59,60,70,57,58,3,1,RM
8117,925000,66,75,23,56,57,65,64,65,3,1,CDM
8118,1000000,66,75,22,55,65,67,46,62,1,1,LM
8119,1000000,66,75,22,66,55,63,31,63,1,1,ST
8120,1000000,66,75,20,50,56,75,24,54,1,1,RW
8121,900000,66,75,22,39,54,54,65,66,1,1,CB
8122,1000000,66,75,20,64,50,64,22,59,1,1,ST
8123,1000000,66,75,22,50,58,68,41,62,2,1,LM
8124,1000000,66,75,23,64,61,71,28,62,3,1,CAM
8125,975000,66,75,20,57,71,68,46,47,2,1,CM
8126,900000,66,75,22,29,45,48,64,71,1,1,CB
8127,1000000,66,75,21,57,62,67,44,59,2,1,LM
8128,900000,66,75,23,57,60,66,62,70,2,1,RWB
8129,1000000,66,75,21,63,52,61,25,71,1,1,ST
8130,1000000,66,75,23,62,63,69,27,65,2,1,LW
8131,900000,66,75,23,30,42,45,65,77,1,1,CB
8132,975000,66,75,22,52,65,67,53,58,2,1,CM
8133,900000,66,75,23,57,59,65,62,59,1,1,LWB
8134,900000,66,75,21,46,60,65,65,64,1,1,LB
8135,1000000,66,75,20,66,56,70,19,53,2,1,ST
8136,975000,66,75,23,45,65,67,63,70,1,1,CM
8137,900000,66,75,22,33,56,59,65,62,2,1,RB
8138,925000,66,75,22,55,57,64,63,63,1,1,CDM
8139,975000,66,75,22,56,65,67,57,56,2,1,CM
8140,1000000,66,75,23,65,59,70,46,58,3,1,ST
8141,925000,66,75,21,59,60,70,60,74,2,1,CDM
8142,900000,66,75,22,25,39,39,66,69,1,1,CB
8143,925000,66,75,22,52,60,63,62,69,1,1,CDM
8144,1000000,66,75,22,68,53,63,31,60,1,1,ST
8145,975000,66,75,21,59,63,66,61,72,1,1,CM
8146,1000000,66,75,23,65,52,64,34,67,1,1,ST
8147,900000,66,75,22,38,42,50,67,64,1,1,CB
8148,1000000,66,75,22,54,61,70,33,51,1,1,LM
8149,1000000,66,75,21,61,59,68,36,38,3,1,RW
8150,900000,66,75,21,27,54,61,65,62,1,1,LB
8151,1000000,66,75,20,65,63,71,29,59,1,1,CAM
8152,900000,66,75,22,39,41,44,65,76,1,1,CB
8153,1000000,66,75,23,62,53,64,22,63,1,1,ST
8154,950000,66,74,23,62,47,63,32,73,1,1,ST
8155,850000,66,74,22,30,49,50,65,65,1,1,CB
8156,950000,66,74,23,65,59,69,47,68,1,1,CAM
8157,950000,66,74,23,60,57,68,29,60,2,1,LW
8158,950000,66,74,22,59,58,71,26,42,1,1,LM
8159,925000,66,74,22,59,66,71,51,59,1,1,CM
8160,950000,66,74,22,57,57,69,45,61,2,1,LM
8161,925000,66,74,22,46,64,66,57,69,2,1,CM
8162,925000,66,74,23,53,63,66,49,60,1,1,CM
8163,875000,66,74,23,43,54,66,60,82,2,1,CDM
8164,925000,66,74,23,51,68,68,62,61,3,1,CM
8165,850000,66,74,23,37,50,64,64,60,2,1,LB
8166,950000,66,74,21,57,65,70,39,31,2,1,LM
8167,850000,66,74,21,39,59,59,62,63,2,1,LB
8168,950000,66,74,20,61,61,70,51,53,2,1,CAM
8169,850000,66,74,23,39,55,62,66,65,1,1,RB
8170,850000,66,74,23,41,60,64,60,64,1,1,LB
8171,850000,66,74,21,56,60,65,63,74,3,1,RB
8172,850000,66,74,21,36,60,65,62,76,1,1,RB
8173,875000,66,74,23,44,61,61,65,63,1,1,CDM
8174,950000,66,74,20,64,61,66,57,63,1,1,CM
8175,950000,66,74,22,57,61,69,33,57,3,1,RM
8176,850000,66,74,23,38,44,43,63,79,1,1,CB
8177,850000,66,74,23,39,53,66,65,70,1,1,RB
8178,950000,66,74,21,59,65,67,53,59,2,1,CAM
8179,975000,66,74,20,62,59,65,29,63,3,1,ST
8180,950000,66,74,23,65,64,67,57,68,3,1,CAM
8181,875000,66,74,22,48,65,70,62,67,2,1,CDM
8182,950000,66,74,23,51,60,66,42,63,1,1,LM
8183,875000,66,74,20,45,54,58,66,67,3,1,CB
8184,975000,66,74,20,61,61,65,37,65,2,1,ST
8185,850000,66,74,22,30,44,44,65,71,1,1,CB
8186,875000,66,74,20,34,48,53,65,75,1,1,CB
8187,950000,66,74,23,54,62,67,29,48,2,1,RM
8188,875000,66,74,22,43,59,62,63,72,2,1,CDM
8189,950000,66,74,21,62,61,67,34,58,3,1,RM
8190,875000,66,74,22,60,69,59,59,71,3,1,CDM
8191,850000,66,74,21,39,61,64,60,66,2,1,LB
8192,950000,66,74,21,55,62,70,53,61,2,1,LW
8193,850000,66,74,23,38,46,57,65,61,1,1,CB
8194,950000,66,74,21,59,63,68,31,53,1,1,RW
8195,950000,66,74,23,67,48,65,29,51,2,1,ST
8196,850000,66,74,22,32,51,51,64,70,3,1,CB
8197,875000,66,74,21,29,45,39,68,68,1,1,CB
8198,875000,66,74,22,46,56,62,65,77,2,1,CDM
8199,925000,66,74,23,58,65,65,63,71,2,1,CM
8200,950000,66,74,22,61,58,70,27,65,2,1,RW
8201,875000,66,74,21,23,35,34,64,74,1,1,CB
8202,925000,66,74,19,71,55,69,30,49,2,1,RW
8203,850000,66,74,23,27,41,39,67,69,1,1,CB
8204,875000,66,74,22,45,60,67,63,65,2,1,CDM
8205,900000,66,73,24,50,63,65,65,70,1,1,CM
8206,800000,66,73,24,53,64,68,60,61,2,1,LB
8207,800000,66,73,23,51,61,64,57,66,2,1,RB
8208,925000,66,73,23,65,57,65,26,58,1,1,ST
8209,800000,66,73,24,58,63,65,60,74,1,1,RB
8210,900000,66,73,23,59,68,72,55,48,2,1,CM
8211,800000,66,73,23,56,66,63,60,67,2,1,LWB
8212,800000,66,73,25,45,50,55,64,73,1,1,CB
8213,800000,66,73,23,39,59,64,65,67,1,1,LB
8214,825000,66,73,22,33,46,43,63,70,2,1,CB
8215,900000,66,73,22,54,61,71,39,55,3,1,RM
8216,800000,66,73,25,31,44,46,64,70,1,1,CB
8217,900000,66,73,23,62,62,71,52,55,2,1,CAM
8218,825000,66,73,23,39,45,42,65,71,1,1,CB
8219,925000,66,73,24,62,55,65,57,66,3,1,ST
8220,925000,66,73,24,66,49,71,22,47,1,1,ST
8221,900000,66,73,23,66,54,68,28,50,1,1,CAM
8222,900000,66,73,22,55,63,62,56,67,2,1,CM
8223,900000,66,73,24,60,61,65,55,52,2,1,CM
8224,825000,66,73,24,52,53,54,68,75,3,1,CDM
8225,900000,66,73,24,57,66,67,28,45,1,1,CAM
8226,800000,66,73,23,38,60,67,63,64,2,1,LB
8227,900000,66,73,23,60,65,68,37,56,1,1,CAM
8228,825000,66,73,21,41,58,64,63,69,1,1,RB
8229,900000,66,73,23,61,61,61,63,86,2,1,CM
8230,825000,66,73,23,47,59,64,63,63,2,1,CDM
8231,900000,66,73,22,60,61,73,32,49,1,1,LM
8232,800000,66,73,24,57,63,69,62,66,2,1,LB
8233,900000,66,73,23,56,66,67,38,60,3,1,CAM
8234,825000,66,73,23,33,44,59,65,67,1,1,CB
8235,925000,66,73,22,63,46,64,22,66,1,1,ST
8236,900000,66,73,22,62,57,68,42,68,3,1,RW
8237,800000,66,73,23,46,54,57,63,65,2,1,LB
8238,800000,66,73,22,57,58,65,60,70,3,1,LB
8239,825000,66,73,23,29,39,39,67,73,1,1,CB
8240,900000,66,73,23,62,58,66,58,75,1,1,CM
8241,900000,66,73,23,55,69,67,37,53,2,1,CAM
8242,825000,66,73,23,31,46,39,64,76,1,1,CB
8243,925000,66,73,22,62,51,64,26,68,1,1,ST
8244,900000,66,73,23,60,58,65,33,63,2,1,RM
8245,900000,66,73,21,57,67,67,58,64,2,1,CM
8246,900000,66,73,23,56,69,66,57,48,2,1,CM
8247,800000,66,73,22,49,61,68,62,72,1,1,LB
8248,925000,66,73,24,66,48,65,19,62,1,1,ST
8249,925000,66,73,23,63,51,66,48,68,2,1,ST
8250,925000,66,73,22,67,53,61,29,66,3,1,ST
8251,900000,66,73,23,58,58,68,30,41,1,1,RM
8252,825000,66,73,24,38,45,49,65,70,1,1,CB
8253,800000,66,73,22,52,59,66,62,64,3,1,RB
8254,825000,66,73,24,50,61,67,63,70,2,1,CDM
8255,800000,66,73,23,43,54,63,65,56,1,1,LB
8256,900000,66,73,23,65,60,69,32,50,2,1,RM
8257,925000,66,73,23,67,46,59,34,70,1,1,ST
8258,925000,66,73,22,69,44,61,20,54,1,1,ST
8259,800000,66,73,24,61,56,67,60,67,3,1,RB
8260,825000,66,73,22,30,45,46,66,67,1,1,CB
8261,925000,66,73,22,70,56,61,22,70,1,1,ST
8262,875000,66,72,24,59,60,69,47,62,3,1,LM
8263,875000,66,72,24,57,59,71,51,68,3,1,RM
8264,875000,66,72,24,64,56,70,23,60,3,1,LM
8265,875000,66,72,24,67,63,68,38,65,1,1,LM
8266,775000,66,72,25,44,49,46,64,75,1,1,CB
8267,875000,66,72,23,63,62,71,28,51,2,1,LM
8268,875000,66,72,22,60,61,70,34,62,2,1,RW
8269,875000,66,72,24,58,64,69,61,62,2,1,CM
8270,875000,66,72,24,51,65,62,64,73,2,1,CM
8271,775000,66,72,23,45,55,61,64,75,1,1,RB
8272,900000,66,72,24,64,47,64,34,71,2,1,ST
8273,775000,66,72,24,48,62,70,64,65,2,1,LB
8274,875000,66,72,23,62,51,71,33,70,3,1,LM
8275,875000,66,72,24,63,65,67,58,72,2,1,LW
8276,800000,66,72,23,40,62,51,66,67,1,1,CB
8277,875000,66,72,23,60,61,71,55,61,3,1,LW
8278,800000,66,72,22,29,51,52,65,70,2,1,CB
8279,875000,66,72,24,53,63,65,64,68,2,1,CM
8280,800000,66,72,22,53,61,67,60,72,3,1,CDM
8281,800000,66,72,24,56,68,70,60,64,3,1,CDM
8282,875000,66,72,24,49,60,68,32,46,1,1,RM
8283,875000,66,72,24,62,56,72,29,53,2,1,CAM
8284,875000,66,72,24,64,60,68,23,71,2,1,RM
8285,775000,66,72,22,47,57,58,61,74,3,1,LB
8286,900000,66,72,24,63,48,65,31,75,1,1,ST
8287,875000,66,72,22,50,60,67,61,64,2,1,CM
8288,875000,66,72,23,60,62,67,38,51,2,1,CAM
8289,875000,66,72,24,51,62,66,60,66,1,1,CM
8290,775000,66,72,24,45,58,64,63,61,1,1,RB
8291,800000,66,72,24,25,41,47,65,70,1,1,CB
8292,875000,66,72,23,55,63,61,61,66,2,1,RM
8293,775000,66,72,22,38,62,62,63,65,3,1,RB
8294,875000,66,72,22,57,58,69,34,58,2,1,LM
8295,875000,66,72,23,62,64,69,30,60,1,1,LW
8296,875000,66,72,24,56,62,69,65,67,2,1,RM
8297,900000,66,72,23,66,53,62,26,66,1,1,ST
8298,800000,66,72,21,31,42,48,64,72,1,1,CB
8299,800000,66,72,23,51,64,67,63,72,3,1,CB
8300,875000,66,72,24,56,60,70,32,55,2,1,LW
8301,800000,66,72,20,27,38,52,64,71,1,1,CB
8302,900000,66,72,21,66,49,63,21,53,1,1,ST
8303,750000,66,71,25,60,61,66,59,63,2,1,RWB
8304,750000,66,71,26,36,51,56,62,82,1,1,CB
8305,750000,66,71,26,27,50,52,67,71,1,1,CB
8306,875000,66,71,25,63,58,65,35,71,2,1,ST
8307,750000,66,71,25,47,59,61,61,78,2,1,RB
8308,775000,66,71,25,45,63,66,63,61,2,1,CDM
8309,875000,66,71,23,62,63,71,44,48,3,1,ST
8310,875000,66,71,25,63,52,67,37,69,2,1,ST
8311,850000,66,71,25,60,60,63,61,72,1,1,CM
8312,850000,66,71,25,61,65,67,52,56,1,1,CM
8313,850000,66,71,24,65,62,66,41,63,2,1,CAM
8314,775000,66,71,24,34,38,48,67,71,1,1,CB
8315,875000,66,71,25,65,45,62,23,70,1,1,ST
8316,850000,66,71,24,60,66,65,61,66,1,1,CM
8317,850000,66,71,25,55,63,71,51,57,3,1,CM
8318,850000,66,71,24,57,64,65,63,73,1,1,CM
8319,750000,66,71,26,25,38,47,66,73,1,1,CB
8320,750000,66,71,26,36,49,50,66,73,1,1,CB
8321,750000,66,71,23,50,55,61,61,66,2,1,LB
8322,850000,66,71,25,53,65,68,62,67,2,1,CM
8323,875000,66,71,25,69,57,62,29,72,1,1,ST
8324,850000,66,71,24,56,65,69,62,71,1,1,CM
8325,775000,66,71,24,44,46,41,64,75,1,1,CB
8326,775000,66,71,25,29,38,43,63,78,1,1,CB
8327,875000,66,71,24,64,48,66,24,66,3,1,ST
8328,875000,66,71,24,62,55,67,36,66,2,1,ST
