value_eur,overall,potential,age,shooting,passing,dribbling,defending,physic,num_pos,international_reputation,best_pos
700000,65,69,25,61,48,59,27,66,2,1,ST
625000,65,69,26,31,50,54,58,83,2,1,CB
625000,65,69,25,59,54,55,62,80,1,1,CB
625000,65,69,26,25,49,35,64,72,1,1,CB
700000,65,69,24,53,59,68,39,64,3,1,LM
675000,65,69,25,39,62,70,61,63,3,1,CM
625000,65,69,25,25,36,37,66,67,1,1,CB
725000,65,69,24,64,39,58,26,71,1,1,ST
700000,65,69,24,44,61,66,43,59,1,1,LM
625000,65,69,25,28,41,46,64,67,1,1,CB
700000,65,69,23,57,62,66,47,60,3,1,LM
675000,65,69,25,62,64,67,51,73,2,1,CM
700000,65,69,25,65,38,59,24,61,1,1,ST
625000,65,69,23,30,48,65,61,50,1,1,RB
725000,65,69,24,64,55,66,28,51,1,1,ST
675000,65,69,25,52,59,64,61,67,2,1,CM
625000,65,69,25,50,59,61,61,69,2,1,CDM
675000,65,69,25,55,58,64,53,66,2,1,CM
675000,65,69,25,49,62,65,59,60,1,1,CM
650000,65,69,24,59,61,64,58,63,3,1,CDM
625000,65,69,25,41,50,62,62,65,1,1,RB
625000,65,69,25,47,60,64,61,60,2,1,CDM
625000,65,69,22,25,46,56,68,58,2,1,LB
675000,65,68,26,64,59,57,36,73,1,1,ST
600000,65,68,26,35,57,51,62,74,1,1,CB
675000,65,68,25,56,61,67,47,61,1,1,RM
600000,65,68,25,48,60,67,60,51,1,1,LWB
650000,65,68,26,61,64,66,52,76,1,1,CM
650000,65,68,26,47,60,63,60,68,2,1,CM
600000,65,68,26,35,45,53,63,72,2,1,CB
575000,65,68,27,26,44,50,63,79,1,1,CB
600000,65,68,25,50,60,65,59,58,3,1,LWB
675000,65,68,23,59,61,68,57,59,2,1,CM
600000,65,68,26,64,62,69,62,69,3,1,RB
675000,65,68,26,64,49,67,21,59,1,1,ST
625000,65,68,24,32,47,47,61,81,1,1,CB
600000,65,68,26,54,50,64,61,88,2,1,RB
600000,65,68,25,43,52,47,66,75,2,1,RB
675000,65,68,25,48,62,70,46,50,3,1,CAM
675000,65,68,25,58,64,66,42,62,3,1,LM
600000,65,68,25,36,57,65,59,66,1,1,RB
600000,65,68,25,32,49,53,63,68,2,1,CB
600000,65,68,26,39,49,53,60,67,2,1,LB
675000,65,68,25,60,60,70,38,65,1,1,LM
700000,65,68,25,60,45,62,30,56,1,1,ST
600000,65,68,25,35,48,54,66,74,3,1,RB
600000,65,68,26,54,61,64,60,70,3,1,CDM
675000,65,68,24,56,58,68,40,60,1,1,LM
600000,65,68,26,42,57,65,62,68,2,1,CDM
700000,65,68,24,62,50,56,29,68,1,1,ST
675000,65,68,25,58,56,71,26,48,2,1,RW
600000,65,68,26,35,47,61,64,69,1,1,LB
675000,65,68,25,59,64,67,38,51,2,1,CAM
675000,65,68,25,45,59,62,66,74,2,1,CM
600000,65,68,26,60,57,61,63,71,2,1,LB
600000,65,68,26,37,53,59,62,68,3,1,RB
675000,65,68,25,55,58,67,27,66,2,1,RM
650000,65,68,26,59,63,70,48,67,3,1,CM
625000,65,68,23,25,37,39,63,71,2,1,CB
600000,65,68,25,50,56,60,60,69,2,1,RB
675000,65,68,25,61,66,70,54,69,1,1,CM
700000,65,68,25,64,41,55,23,65,1,1,ST
700000,65,68,24,64,57,65,33,66,2,1,ST
675000,65,68,26,56,56,65,37,72,2,1,ST
675000,65,68,24,64,56,68,21,54,3,1,CAM
600000,65,68,25,24,37,44,64,68,1,1,CB
600000,65,68,26,26,42,55,64,69,1,1,CB
625000,65,68,25,41,51,56,64,74,2,1,CDM
600000,65,68,26,25,42,47,64,73,1,1,CB
575000,65,68,27,26,46,45,64,68,1,1,CB
675000,65,68,25,58,67,66,49,57,3,1,CM
675000,65,68,26,64,51,61,26,61,1,1,ST
0,65,68,26,46,59,65,63,64,1,1,LB
675000,65,68,26,63,56,67,31,60,2,1,ST
700000,65,68,25,62,51,66,21,56,1,1,ST
700000,65,68,25,61,38,55,24,65,1,1,ST
675000,65,68,25,65,64,64,41,70,2,1,LW
675000,65,68,26,65,46,64,26,53,1,1,ST
600000,65,68,27,34,58,52,62,71,1,1,CDM
600000,65,68,26,41,56,64,60,74,1,1,CDM
675000,65,68,24,57,60,64,45,60,1,1,RM
600000,65,68,26,23,33,41,65,74,1,1,CB
700000,65,68,25,58,42,52,63,82,3,1,ST
675000,65,68,26,66,46,59,23,62,1,1,ST
625000,65,68,25,52,56,59,62,78,1,1,CDM
0,65,68,26,36,55,54,66,58,1,1,CDM
675000,65,68,25,63,60,67,36,63,1,1,LW
575000,65,68,27,27,33,33,70,61,1,1,CB
600000,65,68,26,32,41,35,63,76,1,1,CB
600000,65,68,26,37,42,40,66,68,1,1,CB
600000,65,68,26,27,44,56,61,72,1,1,CB
700000,65,68,25,63,41,66,29,60,1,1,ST
675000,65,68,24,58,64,67,28,49,1,1,LM
600000,65,68,26,54,63,64,63,66,2,1,CDM
575000,65,67,26,54,66,65,61,67,2,1,LB
650000,65,67,26,60,64,60,60,75,1,1,CM
650000,65,67,26,60,64,67,57,73,1,1,CM
650000,65,67,25,53,66,64,53,62,1,1,CM
575000,65,67,26,44,57,60,62,76,1,1,CB
575000,65,67,25,50,56,64,63,62,1,1,LB
575000,65,67,26,38,48,58,63,74,2,1,CB
650000,65,67,25,57,57,67,49,70,2,1,RM
575000,65,67,26,40,57,64,63,67,1,1,LB
575000,65,67,27,33,53,58,64,73,2,1,CDM
650000,65,67,25,60,66,71,41,54,3,1,CM
600000,65,67,25,34,42,42,67,68,1,1,CB
575000,65,67,25,42,54,61,65,69,2,1,LB
675000,65,67,26,65,56,66,36,66,1,1,ST
575000,65,67,27,27,45,37,62,75,2,1,CB
550000,65,67,28,28,33,33,63,78,1,1,CB
575000,65,67,26,39,60,64,59,71,2,1,LB
575000,65,67,27,36,47,38,64,74,1,1,CB
550000,65,67,28,25,36,43,64,73,1,1,CB
675000,65,67,24,61,66,73,45,57,3,1,ST
675000,65,67,26,61,53,61,36,69,1,1,ST
575000,65,67,26,47,59,67,60,70,2,1,LB
575000,65,67,26,39,57,66,56,68,3,1,LB
650000,65,67,25,62,55,71,37,49,2,1,RM
650000,65,67,26,64,62,65,48,67,2,1,CAM
550000,65,67,28,59,56,61,62,71,1,1,CB
600000,65,67,24,30,42,45,64,72,1,1,CB
675000,65,67,26,65,48,60,31,70,1,1,ST
650000,65,67,26,52,59,57,60,71,2,1,CM
650000,65,67,25,59,60,64,38,74,2,1,CAM
575000,65,67,25,36,59,67,59,64,2,1,RB
575000,65,67,26,46,49,51,64,73,1,1,CB
650000,65,67,26,46,65,68,48,64,2,1,CM
575000,65,67,27,54,61,62,61,69,2,1,CDM
575000,65,67,27,27,44,38,67,67,1,1,CB
550000,65,67,28,39,49,36,63,76,1,1,CB
650000,65,67,26,60,64,65,45,70,3,1,CM
675000,65,67,24,59,64,65,45,65,2,1,RW
600000,65,67,26,55,62,66,63,62,2,1,CDM
575000,65,67,27,26,36,44,65,73,1,1,CB
650000,65,67,25,67,59,70,31,55,3,1,LM
550000,65,67,28,24,38,46,61,77,1,1,CB
650000,65,67,25,57,58,69,30,51,2,1,LM
575000,65,67,26,28,44,46,64,68,1,1,CB
575000,65,67,27,45,35,42,64,81,1,1,CB
525000,65,66,27,51,61,64,65,60,2,1,LB
625000,65,66,27,64,47,57,35,83,1,1,ST
550000,65,66,27,55,57,63,63,80,2,1,CDM
500000,65,66,29,30,32,35,66,69,1,1,CB
525000,65,66,28,32,52,52,62,73,1,1,CB
625000,65,66,27,58,61,66,42,62,3,1,CAM
550000,65,66,27,27,47,56,63,75,1,1,CB
550000,65,66,27,25,46,50,62,72,1,1,CB
625000,65,66,27,65,60,65,38,68,2,1,ST
525000,65,66,28,23,43,51,65,72,1,1,CB
500000,65,66,29,22,43,51,59,78,2,1,CB
0,65,66,27,53,68,64,46,60,2,1,CAM
500000,65,66,29,53,61,61,62,74,2,1,CB
550000,65,66,27,32,50,55,64,77,1,1,CB
525000,65,66,27,49,58,59,63,67,1,1,LB
625000,65,66,27,63,50,59,24,74,1,1,ST
500000,65,66,29,37,46,39,63,77,2,1,CB
550000,65,66,26,48,49,53,64,72,1,1,CB
600000,65,66,27,54,62,65,62,63,2,1,CM
625000,65,66,27,60,61,70,35,44,3,1,CAM
525000,65,66,27,54,57,64,63,67,2,1,RB
650000,65,66,25,60,52,64,38,76,1,1,ST
625000,65,66,26,51,58,67,34,57,2,1,RM
525000,65,66,28,48,55,57,63,83,2,1,CDM
550000,65,66,25,52,55,61,57,78,1,1,RB
550000,65,66,26,48,60,62,61,71,2,1,LB
625000,65,66,27,61,58,65,33,73,2,1,ST
550000,65,66,26,51,57,63,60,67,1,1,RB
625000,65,66,26,42,62,64,51,59,2,1,CM
550000,65,66,26,37,57,63,62,66,1,1,RB
525000,65,66,28,32,46,50,63,71,1,1,CB
625000,65,66,27,62,49,62,27,70,1,1,ST
525000,65,66,27,49,52,56,63,68,1,1,RB
600000,65,66,27,51,64,63,60,75,1,1,CM
625000,65,66,26,50,60,69,31,57,3,1,LM
650000,65,66,26,61,54,60,28,66,1,1,ST
525000,65,66,28,31,45,34,64,74,1,1,CB
500000,65,66,29,31,42,42,61,78,1,1,CB
525000,65,66,27,34,50,60,63,67,1,1,LB
625000,65,66,26,62,58,70,38,58,2,1,LM
625000,65,66,27,68,44,55,30,58,1,1,ST
525000,65,66,27,28,54,61,64,75,2,1,RB
625000,65,66,26,61,58,64,32,54,3,1,RM
625000,65,66,26,57,61,65,45,70,3,1,LM
625000,65,66,26,62,57,68,25,58,1,1,RW
625000,65,66,27,64,54,68,43,63,3,1,CF
625000,65,66,27,59,53,65,25,76,2,1,ST
650000,65,66,25,64,61,64,48,64,2,1,RM
600000,65,66,27,60,64,67,57,69,2,1,CM
525000,65,66,27,36,59,62,60,65,1,1,RB
525000,65,66,28,29,47,59,65,66,1,1,CB
550000,65,66,27,40,55,57,61,79,1,1,CDM
600000,65,66,27,61,67,65,56,60,2,1,CM
625000,65,66,27,62,58,64,25,71,3,1,ST
525000,65,66,27,29,50,62,61,69,2,1,LB
625000,65,66,26,60,59,69,26,69,1,1,CAM
550000,65,66,27,33,41,44,59,83,2,1,CB
625000,65,66,26,60,61,66,37,67,3,1,LW
625000,65,66,26,53,58,69,29,56,2,1,RM
625000,65,66,26,56,64,65,60,69,2,1,CM
625000,65,66,26,60,62,65,40,59,2,1,LM
550000,65,66,26,40,55,60,63,67,1,1,LB
625000,65,66,26,49,59,66,29,50,2,1,RM
550000,65,66,26,25,46,58,65,59,1,1,CB
625000,65,66,27,64,54,61,25,67,2,1,ST
0,65,65,41,52,49,34,61,73,1,1,CB
190000,65,65,37,66,61,59,28,69,1,2,ST
190000,65,65,36,66,60,62,29,63,1,1,ST
425000,65,65,32,57,61,66,41,65,2,1,LM
190000,65,65,36,68,48,46,37,73,1,1,ST
110000,65,65,36,44,50,50,65,57,2,1,CB
160000,65,65,35,35,45,44,64,74,1,1,CB
250000,65,65,35,64,56,66,37,62,2,2,ST
120000,65,65,37,63,57,60,66,66,1,1,CDM
200000,65,65,34,36,41,38,63,73,1,1,CB
270000,65,65,34,61,64,64,36,61,1,2,LM
210000,65,65,34,53,61,60,62,72,3,1,CDM
100000,65,65,36,50,60,64,61,71,1,1,LB
170000,65,65,36,60,68,63,57,59,2,1,CM
260000,65,65,33,21,33,38,66,72,1,1,CB
190000,65,65,37,64,54,60,38,73,1,1,ST
270000,65,65,34,63,66,59,58,72,1,1,RM
350000,65,65,32,46,51,37,65,69,1,1,CB
180000,65,65,36,55,61,64,60,67,2,1,RM
350000,65,65,32,40,49,42,63,73,1,1,CB
200000,65,65,34,39,44,47,63,78,1,1,CB
190000,65,65,37,63,54,56,35,81,1,1,ST
110000,65,65,37,66,70,63,66,57,3,1,CB
350000,65,65,33,64,59,64,51,74,1,1,ST
325000,65,65,33,61,62,62,60,74,2,1,CM
350000,65,65,33,66,54,62,24,66,1,1,ST
350000,65,65,32,39,45,54,64,70,1,1,CB
425000,65,65,32,66,58,63,36,70,2,1,ST
190000,65,65,36,63,56,63,40,66,1,1,ST
260000,65,65,33,34,34,38,64,78,1,1,CB
240000,65,65,35,68,69,69,63,57,1,1,LM
200000,65,65,34,30,48,34,65,67,1,1,CB
240000,65,65,33,46,59,60,65,71,1,1,RB
425000,65,65,32,61,60,65,29,58,1,1,ST
500000,65,65,30,59,60,65,56,68,3,1,LM
180000,65,65,38,64,73,65,37,34,2,1,CAM
475000,65,65,31,60,53,63,39,67,1,1,ST
240000,65,65,33,48,62,63,64,65,1,1,RB
475000,65,65,31,60,65,60,59,76,2,1,CM
400000,65,65,31,50,59,60,62,77,2,1,CDM
325000,65,65,32,46,58,62,64,68,3,1,RB
400000,65,65,31,41,56,62,64,73,2,1,LWB
260000,65,65,33,45,54,55,63,75,2,1,CB
425000,65,65,30,55,57,66,60,69,1,1,LB
450000,65,65,30,64,65,62,60,71,2,1,CDM
400000,65,65,31,32,57,63,62,72,2,1,LB
350000,65,65,32,50,62,66,60,64,2,1,CDM
325000,65,65,32,46,53,65,63,68,3,1,RB
240000,65,65,33,50,63,63,64,68,3,1,RB
325000,65,65,32,39,52,59,63,76,3,1,RB
525000,65,65,30,65,55,67,26,58,1,1,ST
400000,65,65,31,43,60,67,64,68,2,1,LB
260000,65,65,33,48,48,56,61,74,1,1,CB
350000,65,65,33,63,52,69,37,69,1,1,ST
180000,65,65,36,60,68,66,56,61,3,1,RM
240000,65,65,33,48,60,62,65,71,1,1,LB
325000,65,65,33,63,66,66,49,64,1,1,CM
240000,65,65,33,40,56,58,67,72,3,1,RB
400000,65,65,32,59,66,66,55,63,1,1,CM
325000,65,65,33,59,64,64,60,67,2,1,CM
525000,65,65,29,58,60,67,50,66,1,1,RM
170000,65,65,37,52,61,64,64,69,2,1,CM
500000,65,65,30,63,64,66,62,66,3,1,CM
325000,65,65,32,40,57,55,62,72,2,1,RB
200000,65,65,34,40,53,46,61,83,1,1,CB
260000,65,65,33,46,51,48,64,71,1,1,CB
400000,65,65,31,30,42,41,63,77,1,1,CB
350000,65,65,32,27,43,38,62,74,1,1,CB
425000,65,65,32,61,50,59,28,71,1,1,ST
170000,65,65,37,57,58,60,67,77,1,1,CM
425000,65,65,32,57,62,65,53,60,3,1,LM
110000,65,65,36,52,53,59,65,64,2,1,CB
500000,65,65,30,60,66,68,41,66,2,2,CAM
325000,65,65,32,57,62,63,61,71,1,1,LB
450000,65,65,30,32,31,39,64,80,1,1,CB
525000,65,65,29,58,62,63,64,86,2,1,CM
280000,65,65,34,67,45,49,36,75,1,1,ST
475000,65,65,31,63,66,65,61,66,1,1,CM
475000,65,65,31,60,66,66,57,58,3,1,CM
425000,65,65,30,18,52,52,65,72,2,1,LB
525000,65,65,29,59,60,62,58,72,1,1,CM
550000,65,65,28,66,59,73,25,52,1,1,ST
575000,65,65,27,58,63,68,34,61,2,1,LW
550000,65,65,29,62,48,56,36,83,1,1,ST
350000,65,65,32,39,45,43,63,75,1,1,CB
500000,65,65,30,58,66,65,59,62,3,1,CM
525000,65,65,28,62,66,65,52,64,1,1,CM
500000,65,65,30,56,64,66,59,67,2,1,CM
400000,65,65,31,47,52,51,62,78,2,1,CB
450000,65,65,29,52,66,62,59,76,3,1,RWB
425000,65,65,30,32,54,60,62,73,1,1,RB
450000,65,65,29,53,61,68,60,62,1,1,LB
240000,65,65,33,57,61,65,60,70,2,1,RB
525000,65,65,29,63,64,66,53,69,2,1,LM
400000,65,65,31,49,61,61,63,70,1,1,LB
450000,65,65,29,36,53,51,60,81,1,1,CB
450000,65,65,30,53,61,63,63,64,2,1,CDM
425000,65,65,30,53,59,63,61,71,3,1,LWB
500000,65,65,30,65,63,64,50,74,3,1,CAM
550000,65,65,29,64,51,61,34,68,1,1,ST
450000,65,65,29,49,61,64,60,71,2,1,LWB
500000,65,65,30,61,60,68,46,60,2,1,LM
425000,65,65,32,58,59,69,42,62,2,1,RM
450000,65,65,29,48,56,58,62,76,2,1,CB
525000,65,65,29,61,59,69,31,57,2,1,CAM
400000,65,65,31,43,59,61,65,71,2,1,RB
525000,65,65,30,64,49,66,31,63,1,1,ST
475000,65,65,27,56,61,65,61,73,2,1,LB
575000,65,65,27,60,61,63,46,75,2,1,RM
550000,65,65,28,60,52,67,29,60,3,1,RM
550000,65,65,28,62,43,61,36,71,1,1,ST
525000,65,65,30,64,62,62,31,74,2,1,ST
475000,65,65,31,61,55,66,28,71,1,1,ST
325000,65,65,33,57,67,66,60,69,2,1,CM
450000,65,65,30,58,57,63,59,70,2,1,CDM
450000,65,65,30,62,63,65,63,64,2,1,CDM
525000,65,65,30,65,57,60,41,75,1,1,ST
350000,65,65,32,54,51,46,60,76,1,1,CB
550000,65,65,28,54,59,69,35,61,3,1,CF
425000,65,65,32,62,56,64,30,67,1,1,ST
525000,65,65,28,62,63,73,43,64,2,1,CM
400000,65,65,31,51,62,60,60,72,1,1,LB
475000,65,65,28,36,41,47,62,78,1,1,CB
525000,65,65,28,60,62,60,64,74,2,1,CM
550000,65,65,28,56,57,68,36,50,1,1,LM
525000,65,65,29,51,59,68,50,62,3,1,RM
575000,65,65,27,62,55,64,41,77,2,1,ST
525000,65,65,29,62,62,64,33,65,3,1,CAM
475000,65,65,28,54,60,60,63,76,1,1,LB
525000,65,65,29,50,60,68,61,64,3,1,LM
500000,65,65,27,33,51,52,60,80,2,1,CB
500000,65,65,30,62,65,68,58,62,3,1,CM
550000,65,65,28,58,56,67,38,63,1,1,RM
400000,65,65,31,48,58,58,61,77,1,1,CB
450000,65,65,29,33,56,60,63,70,2,1,LB
475000,65,65,28,49,60,64,60,65,1,1,LWB
200000,65,65,34,45,58,59,65,64,2,1,CB
400000,65,65,31,59,64,64,58,69,2,1,CDM
325000,65,65,32,41,61,63,67,65,1,1,LB
575000,65,65,27,60,53,63,34,69,2,1,ST
425000,65,65,30,54,60,63,59,78,2,1,RB
475000,65,65,31,61,48,58,29,68,1,1,ST
450000,65,65,30,56,56,59,62,75,2,1,CB
475000,65,65,31,56,60,63,59,71,2,1,CM
450000,65,65,29,49,60,57,61,71,2,1,CB
475000,65,65,28,41,56,65,64,69,2,1,RB
475000,65,65,31,61,63,66,32,59,3,1,RW
475000,65,65,29,43,54,53,65,76,1,1,CDM
525000,65,65,29,59,61,66,43,65,1,1,LM
475000,65,65,28,36,50,50,61,77,2,1,CB
475000,65,65,28,61,61,67,56,64,3,1,RWB
500000,65,65,30,62,59,67,31,60,2,1,RM
550000,65,65,29,66,55,65,28,71,1,1,ST
525000,65,65,29,60,61,66,27,62,2,1,RM
525000,65,65,29,53,61,68,43,62,2,1,RM
575000,65,65,26,60,66,65,53,70,1,1,CM
575000,65,65,27,61,58,70,36,59,2,1,LM
575000,65,65,27,63,53,66,41,59,2,1,ST
450000,65,65,30,29,52,58,63,73,1,1,CB
550000,65,65,28,58,65,65,56,69,1,1,LW
210000,65,65,34,61,58,57,63,74,3,1,CDM
230000,65,65,35,48,62,62,62,68,2,1,CM
475000,65,65,28,42,59,66,63,63,1,1,LB
450000,65,65,29,23,40,40,64,70,1,1,CB
400000,65,65,31,62,61,63,61,73,1,1,LB
525000,65,65,29,58,53,67,37,61,2,1,RW
475000,65,65,28,53,56,64,58,74,2,1,RB
400000,65,65,31,37,53,54,63,71,2,1,CB
525000,65,65,30,64,46,68,22,68,3,1,ST
450000,65,65,30,49,60,55,61,73,1,1,CDM
550000,65,65,29,62,42,65,34,71,1,1,ST
450000,65,65,29,39,54,53,61,72,1,1,RB
200000,65,65,34,49,54,53,61,74,2,1,CB
475000,65,65,28,51,62,67,63,67,3,1,RB
575000,65,65,27,62,39,64,24,78,1,1,ST
550000,65,65,29,62,52,67,25,55,1,1,ST
475000,65,65,28,49,56,64,63,72,1,1,CDM
550000,65,65,28,63,60,63,35,62,2,1,LM
575000,65,65,27,62,57,64,35,72,2,1,LM
550000,65,65,29,63,56,62,37,61,1,1,ST
575000,65,65,27,63,59,66,27,42,2,1,LM
400000,65,65,31,40,60,63,64,65,1,1,RB
550000,65,65,28,62,53,70,27,58,3,1,LM
525000,65,65,29,59,58,66,39,65,2,1,RM
400000,65,65,31,60,63,64,58,72,2,1,LB
575000,65,65,27,54,57,69,24,43,2,1,LW
475000,65,65,31,59,59,68,27,63,2,1,RW
450000,65,65,29,49,60,66,63,57,2,1,RB
450000,65,65,29,33,56,64,59,67,1,1,LB
575000,65,65,27,56,57,67,30,59,1,1,LM
550000,65,65,29,64,55,58,26,75,1,1,ST
350000,65,65,32,33,46,58,64,72,2,1,CB
500000,65,65,26,42,58,60,63,74,1,1,LB
525000,65,65,29,54,63,66,47,67,2,1,CM
575000,65,65,27,55,60,70,48,61,1,1,RM
500000,65,65,30,50,64,68,46,68,2,1,CM
575000,65,65,27,61,52,63,22,65,1,1,ST
475000,65,65,27,47,56,66,62,71,2,1,RB
575000,65,65,27,56,57,65,34,61,3,1,LM
550000,65,65,28,61,57,63,27,63,3,1,ST
500000,65,65,30,58,60,68,44,54,1,1,RM
450000,65,65,30,23,50,36,63,74,2,1,CB
525000,65,65,28,62,66,65,58,65,1,1,CM
550000,65,65,29,61,48,59,54,81,2,1,ST
575000,65,65,27,62,43,63,21,59,2,1,ST
425000,65,65,32,63,61,68,28,57,3,1,CAM
325000,65,65,33,44,67,61,58,62,2,1,CM
120000,65,65,38,54,65,68,61,58,2,1,CDM
450000,65,65,29,37,54,61,63,62,2,1,LB
450000,65,65,30,54,59,60,63,62,1,1,CDM
525000,65,65,30,62,63,67,38,52,1,1,ST
400000,65,65,31,43,52,63,59,75,2,1,RB
575000,65,65,27,61,58,65,35,64,2,1,RM
120000,65,65,38,46,62,63,64,64,1,1,CDM
425000,65,65,30,61,63,60,63,68,1,1,LB
190000,65,65,34,54,61,63,62,65,1,1,RB
400000,65,65,31,41,61,60,60,76,2,1,CDM
550000,65,65,28,62,53,72,25,43,1,1,ST
550000,65,65,27,65,65,65,54,61,3,1,CM
575000,65,65,26,61,62,64,59,71,3,1,LW
425000,65,65,30,45,52,58,64,64,1,1,RB
350000,65,65,32,31,40,37,64,70,1,1,CB
525000,65,65,28,38,64,59,59,72,3,1,CM
250000,65,65,35,64,52,63,27,56,1,1,ST
550000,65,65,27,56,63,67,62,69,3,1,CM
450000,65,65,30,30,56,57,64,67,1,1,CB
400000,65,65,31,45,54,60,65,66,2,1,CDM
600000,65,65,26,68,49,52,29,69,1,1,ST
400000,65,65,31,26,36,39,65,70,1,1,CB
500000,65,65,26,48,63,60,61,74,1,1,LB
475000,65,65,28,60,60,65,66,71,3,1,LB
575000,65,65,27,62,67,69,46,56,3,1,LM
475000,65,65,27,48,52,64,62,70,1,1,RB
575000,65,65,27,64,43,61,29,65,1,1,ST
575000,65,65,27,59,62,66,35,63,2,1,RM
450000,65,65,29,46,55,55,64,69,2,1,CB
525000,65,65,29,47,63,66,44,61,3,1,LM
500000,65,65,30,51,66,68,51,71,1,1,CM
475000,65,65,27,45,64,68,57,62,3,1,LWB
575000,65,65,26,62,57,67,46,67,2,1,LM
475000,65,65,28,28,55,65,61,63,1,1,LB
450000,65,65,30,60,59,67,59,71,2,1,CDM
550000,65,65,28,63,60,64,54,67,1,1,CAM
475000,65,65,29,41,55,58,63,74,2,1,CDM
525000,65,65,29,60,60,66,26,57,2,1,CAM
475000,65,65,27,48,60,66,61,73,1,1,LB
475000,65,65,31,65,46,57,32,72,1,1,ST
550000,65,65,28,62,60,63,33,57,2,1,RM
575000,65,65,26,57,62,65,39,57,1,1,LM
575000,65,65,27,58,61,68,48,54,3,1,CAM
425000,65,65,32,63,63,67,48,63,2,1,LM
0,65,65,29,34,57,60,64,51,2,1,CDM
450000,65,65,29,48,58,62,60,56,1,1,LB
450000,65,65,30,24,38,36,62,72,1,1,CB
550000,65,65,28,62,39,63,26,70,1,1,ST
450000,65,65,29,44,52,55,63,74,2,1,CB
425000,65,65,30,28,56,59,62,70,1,1,RB
400000,65,65,31,36,43,56,65,66,1,1,CB
250000,65,65,35,62,49,69,30,51,1,1,ST
500000,65,65,27,38,47,46,66,68,1,1,CB
400000,65,65,31,45,63,64,61,61,2,1,CDM
500000,65,65,27,49,48,43,68,76,1,1,CDM
525000,65,65,30,65,62,62,46,64,1,1,ST
550000,65,65,28,64,43,60,23,66,1,1,ST
550000,65,65,28,60,57,65,39,72,2,1,ST
280000,65,65,34,67,57,64,31,57,3,1,ST
475000,65,65,28,40,57,60,60,77,2,1,RB
450000,65,65,29,34,46,56,67,68,3,1,RB
575000,65,65,27,60,62,70,40,55,1,1,LM
450000,65,65,30,33,58,51,61,78,1,1,CDM
500000,65,65,30,61,59,66,32,64,3,1,LM
575000,65,65,27,63,59,64,30,65,1,1,ST
350000,65,65,33,65,56,58,27,70,1,1,ST
0,65,65,28,40,56,51,64,67,1,1,CDM
525000,65,65,29,61,67,62,53,63,3,1,CAM
525000,65,65,28,53,63,64,57,65,2,1,CM
575000,65,65,27,62,57,66,34,60,2,1,ST
575000,65,65,27,63,51,61,23,65,2,1,ST
260000,65,65,33,48,62,62,59,69,2,1,CDM
525000,65,65,29,58,64,66,59,55,3,1,CM
525000,65,65,28,60,62,63,63,72,2,1,CM
450000,65,65,29,40,59,61,64,66,1,1,LB
400000,65,65,31,25,40,45,62,78,1,1,CB
550000,65,65,28,60,63,64,34,62,2,1,LM
525000,65,65,29,59,65,65,49,61,3,1,CM
525000,65,65,28,54,63,63,55,70,2,1,CM
450000,65,65,30,27,49,43,64,72,1,1,CB
550000,65,65,28,64,49,63,28,71,1,1,ST
475000,65,65,28,31,44,43,64,71,1,1,CB
525000,65,65,28,56,66,68,49,53,3,1,CM
500000,65,65,30,58,65,68,47,62,3,1,CAM
550000,65,65,29,63,51,64,29,66,1,1,ST
270000,65,65,34,59,59,65,22,49,1,1,RM
525000,65,65,30,63,52,58,24,72,2,1,ST
525000,65,65,29,50,65,62,57,69,1,1,CM
400000,65,65,31,51,55,58,60,74,3,1,LWB
475000,65,65,28,47,58,63,62,64,2,1,RB
575000,65,65,27,58,60,62,29,57,1,1,RM
260000,65,65,33,43,38,34,63,77,1,1,CB
325000,65,65,33,62,68,68,34,50,1,1,CM
475000,65,65,31,52,61,63,54,61,3,1,RM
260000,65,65,33,32,37,44,65,65,1,1,CB
575000,65,65,27,57,60,64,53,59,2,1,RM
450000,65,65,30,23,29,32,65,78,1,1,CB
400000,65,65,32,66,65,64,45,63,2,1,CM
550000,65,65,29,66,42,54,21,78,1,1,ST
550000,65,65,28,66,61,66,32,60,1,1,CAM
500000,65,65,30,65,63,67,30,42,1,1,RM
475000,65,65,28,21,44,40,67,63,1,1,CB
550000,65,65,28,63,58,67,28,61,1,1,LW
550000,65,65,29,65,50,61,30,64,1,1,ST
450000,65,65,30,28,40,39,66,69,1,1,CB
1000000,64,85,17,64,53,62,26,58,1,1,ST
1000000,64,85,18,63,47,57,34,63,1,1,ST
975000,64,84,19,63,53,65,19,55,1,1,ST
900000,64,84,17,62,53,64,26,53,1,1,ST
925000,64,84,18,55,62,69,53,51,3,1,CM
975000,64,84,19,45,56,73,31,48,1,1,RM
925000,64,84,18,45,59,70,56,47,2,1,CM
950000,64,84,18,64,50,59,25,58,1,1,ST
975000,64,83,19,53,56,68,28,50,1,1,LW
950000,64,83,18,63,49,68,27,49,2,1,ST
975000,64,83,19,56,58,67,47,55,2,1,RW
875000,64,83,18,43,58,55,59,68,2,1,CDM
975000,64,82,19,63,50,62,28,66,2,1,ST
850000,64,82,18,42,58,65,62,50,1,1,LB
900000,64,82,17,60,58,65,20,57,3,1,CAM
925000,64,82,18,41,60,67,58,72,2,1,CM
975000,64,82,19,57,63,66,46,51,3,1,RM
